Full Export Completed,Partial Result Timestamp,Filters,Media Type,Users,Remote,Date,End Date,Duration,Direction,ANI,DNIS,Queue,Wrap-up,Flow,Conversation ID
YES,,Queue: C_FAKE_WHATSAPP,email,Alícia Silveira; Ana Clara Ramos,João da Costa,07/25/25 07:46 AM,03/06/25 07:32 AM,185227,Inbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,8cde5998-6a24-4a0c-b224-7b8d99c36e15
YES,,Queue: C_FAKE_CHAT,email,Pietro Gonçalves; Luiz Miguel Martins,Rafael Aragão,06/27/25 05:32 PM,02/27/25 04:59 AM,1914931,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,94571290-a8e6-41fb-81f4-d97b842ede07
YES,,Queue: C_FAKE_EMAIL,email,Sr. Pedro Rezende,Carvalho,01/30/25 05:29 AM,06/12/25 04:52 PM,574833,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,efe31ce4-6c48-423d-808f-03ca8a32c05e
YES,,Queue: C_FAKE_EMAIL,call,Nina Correia,Dra. Joana Correia,03/08/25 02:24 PM,07/03/25 09:40 AM,1161449,Inbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,03fb7a22-21e7-4b58-a454-6b2567f91636
YES,,Queue: C_FAKE_WHATSAPP,message,Alícia Souza,Anthony Duarte,08/31/25 04:29 PM,02/16/25 02:55 PM,1609730,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,c1e59ebb-a2b6-4a97-8e8b-a9bd74cf633f
YES,,Queue: C_FAKE_WHATSAPP,email,Kaique da Mota,Freitas,04/15/25 02:16 PM,03/26/25 07:05 PM,1660093,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,61a90374-9848-422e-8d95-e7a85378e6f6
YES,,Queue: C_FAKE_CHAT,message,Milena da Mata; Eloah Melo,Nina Rodrigues,01/03/25 06:42 AM,02/01/25 01:03 PM,241439,Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,bf12ac2c-bc5c-42d0-82cd-c06e2dbb8752
YES,,Queue: C_FAKE_CHAT,email,Rafael da Conceição,da Cruz,05/26/25 05:19 AM,03/25/25 11:28 AM,1288889,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,95e7b610-04c0-448a-98bf-6a3e6867035e
YES,,Queue: C_FAKE_CHAT,message,Davi Lucas das Neves,Isabelly Farias,01/04/25 11:27 AM,03/12/25 10:19 PM,1297849,Inbound/Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,91e3684c-4429-4fa1-a8d3-33b18d2349a4
YES,,Queue: C_FAKE_WHATSAPP,call,Juliana Caldeira,Nascimento Porto S/A,02/21/25 05:00 AM,04/25/25 12:57 AM,1881930,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,22098287-5178-427d-a01c-5a403e064311
YES,,Queue: C_FAKE_WHATSAPP,message,Sra. Amanda Moraes,Sr. Samuel Pereira,04/10/25 08:37 AM,07/14/25 03:49 PM,1351771,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,8864d32c-b32d-442a-9443-c6c9c0ff8a48
YES,,Queue: C_FAKE_CHAT,call,Vitória Moura; Renan Aragão,Nunes Fogaça - EI,08/01/25 08:23 AM,02/27/25 12:55 AM,166141,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,b78374cb-dfd0-43e0-9a2e-e6fa1e6d6025
YES,,Queue: C_FAKE_EMAIL,call,Lavínia Sales,Luiz Henrique Moura,04/18/25 08:39 AM,06/05/25 08:52 AM,1593116,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,3294f6d3-ffc2-4344-a6fb-2d42693ec251
YES,,Queue: C_FAKE_WHATSAPP,call,Enzo Pereira; João Miguel Nunes,Maria Souza,06/08/25 08:31 AM,04/21/25 04:18 AM,930171,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,5f71ff4c-211c-4f6b-92dd-5bb795d6b0e4
YES,,Queue: C_FAKE_CHAT,message,Gabriela Rodrigues,Cunha Barros Ltda.,03/14/25 05:36 AM,08/23/25 09:26 PM,323080,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,2a70ec30-2f3c-415a-a30f-426886415cd2
YES,,Queue: C_FAKE_WHATSAPP,call,Maria Fernanda Costela; João Pedro Peixoto,Cardoso,06/26/25 04:50 AM,08/10/25 01:17 AM,570452,Inbound/Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,306bba50-2d4a-4d08-a87e-93fb955a2740
YES,,Queue: C_FAKE_WHATSAPP,email,Dr. Paulo da Costa; Sarah Vieira,da Rosa Martins - EI,07/05/25 10:14 AM,06/05/25 06:34 AM,1363814,Inbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,b5ca2226-76c8-4262-83c7-d3fb8e54912e
YES,,Queue: C_FAKE_EMAIL,message,Lavínia da Mata; Dr. André Jesus,Felipe Fernandes,07/23/25 11:08 PM,03/09/25 01:22 AM,1874871,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,ddef5b92-f291-4318-85f4-30f20c81cf24
YES,,Queue: C_FAKE_WHATSAPP,call,Otávio Farias; Igor da Paz,Cardoso da Costa S.A.,06/06/25 07:06 AM,01/04/25 07:44 PM,1320502,Inbound/Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,11060c0d-e595-4021-8121-9aeb07823bfb
YES,,Queue: C_FAKE_EMAIL,email,Heitor Barros; Mirella Rezende,da Conceição,08/28/25 02:17 PM,01/27/25 03:38 AM,526542,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,bdbeb570-4e11-4627-8adb-5871f4e2b0db
YES,,Queue: C_FAKE_CHAT,call,Mirella Dias; Gustavo Henrique Cardoso,Jesus Costa S/A,03/21/25 06:35 AM,07/20/25 02:55 PM,1517878,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,524715af-7ee6-490b-932d-6b2fcfc0426b
YES,,Queue: C_FAKE_EMAIL,call,Pedro Miguel Viana,Costela,01/13/25 09:11 PM,08/18/25 04:35 PM,1920405,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,a4f9315f-6f4d-48c9-8a47-055f9ce6dabe
YES,,Queue: C_FAKE_CHAT,message,Dr. Heitor da Cruz; Dra. Pietra Cunha,Alves,05/08/25 11:13 PM,08/30/25 04:55 AM,475360,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,26bdac07-a622-49e0-b59c-9c87f83914c9
YES,,Queue: C_FAKE_CHAT,call,Luiz Henrique da Mata; Joaquim Dias,Rodrigues - ME,06/16/25 06:14 AM,08/25/25 08:51 AM,1804824,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,9f54a3d2-1a30-4775-8ce6-fd28f141be04
YES,,Queue: C_FAKE_CHAT,message,Matheus Nunes,Miguel Viana,01/14/25 04:29 AM,05/24/25 04:51 PM,1187881,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,e11cde74-21b7-4765-88b0-d2d966fd046f
YES,,Queue: C_FAKE_EMAIL,call,Bruno Ribeiro; Isabelly Farias,Porto - EI,06/08/25 03:24 PM,06/08/25 08:31 PM,1198168,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,6e3cae9f-86b4-4979-afbb-028819baa1fd
YES,,Queue: C_FAKE_EMAIL,message,Helena Rocha,Gonçalves Almeida Ltda.,04/07/25 06:40 AM,04/30/25 08:44 AM,1766414,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,b5f861b0-1eda-428c-81f3-e01c7da1f511
YES,,Queue: C_FAKE_EMAIL,message,Ian das Neves; Rafael da Mota,Lopes,06/07/25 04:06 AM,02/07/25 03:28 PM,764266,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,7d7d38cf-7f07-414d-8d44-b7c1034273dd
YES,,Queue: C_FAKE_EMAIL,message,Catarina da Cunha; Luiz Felipe Monteiro,Enzo Gabriel Peixoto,02/03/25 11:04 AM,08/12/25 12:58 PM,1440578,Inbound/Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,f74ba82f-2de9-4307-a9ca-27f7c30501d2
YES,,Queue: C_FAKE_EMAIL,call,Danilo Melo; Sofia Cardoso,Catarina Silveira,07/08/25 01:48 AM,03/17/25 02:23 AM,1281424,Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,309bcc9a-0a52-41cf-b5a9-c71f35c0690e
YES,,Queue: C_FAKE_WHATSAPP,call,Thomas da Mata; Henrique Freitas,Esther Vieira,08/25/25 11:40 AM,01/01/25 12:47 AM,1393531,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,6e66869f-7e4e-4d70-855b-e7a1c79c6ed5
YES,,Queue: C_FAKE_CHAT,email,Leonardo Teixeira,Ana das Neves,05/03/25 10:00 AM,01/26/25 12:15 PM,1997966,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,0150bdcb-e285-4b4d-b7fb-7406ec4a0dfd
YES,,Queue: C_FAKE_CHAT,call,Sra. Júlia Martins,Yago Cardoso,07/03/25 12:03 AM,09/02/25 02:51 PM,1624004,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,b024c6a7-eb3e-483a-ba3a-9fe008bbd3f5
